Input,Output,ObservedProb,ExpectedProb
gorar+PL_0,gorarka,1.0,0.7689680759775629
gorar+PL_1,gorarka,1.0,0.7689680759775629
gorar+PL_2,gorarka,1.0,0.7689680759775629
gorar+PL_3,gorarka,1.0,0.7689680759775629
gorar+PL_4,gorarka,1.0,0.7689680759775629
gorar+PL_5,gorarka,1.0,0.7689680759775629
gorar+PL_6,gorarka,1.0,0.7689680759775629
gorar+PL_7,gorarka,1.0,0.7689680759775629
gorar+PL_8,gorarka,1.0,0.7689680759775629
gorar+PL_9,gorarka,1.0,0.7689680759775629
gorar+PL_10,gorarka,1.0,0.7689680759775629
gorar+PL_0,gorarson,0.0,0.23103192402243714
gorar+PL_1,gorarson,0.0,0.23103192402243714
gorar+PL_2,gorarson,0.0,0.23103192402243714
gorar+PL_3,gorarson,0.0,0.23103192402243714
gorar+PL_4,gorarson,0.0,0.23103192402243714
gorar+PL_5,gorarson,0.0,0.23103192402243714
gorar+PL_6,gorarson,0.0,0.23103192402243714
gorar+PL_7,gorarson,0.0,0.23103192402243714
gorar+PL_8,gorarson,0.0,0.23103192402243714
gorar+PL_9,gorarson,0.0,0.23103192402243714
gorar+PL_10,gorarson,0.0,0.23103192402243714
mureg+PL_0,muregson,0.0,0.23103192402243714
mureg+PL_1,muregson,0.0,0.23103192402243714
mureg+PL_2,muregson,0.0,0.23103192402243714
mureg+PL_3,muregson,0.0,0.23103192402243714
mureg+PL_4,muregson,0.0,0.23103192402243714
mureg+PL_5,muregson,0.0,0.23103192402243714
mureg+PL_6,muregson,0.0,0.23103192402243714
mureg+PL_7,muregson,0.0,0.23103192402243714
mureg+PL_8,muregson,0.0,0.23103192402243714
mureg+PL_9,muregson,0.0,0.23103192402243714
mureg+PL_10,muregson,0.0,0.23103192402243714
mureg+PL_11,muregson,0.0,0.23103192402243714
mureg+PL_12,muregson,0.0,0.23103192402243714
mureg+PL_13,muregson,0.0,0.23103192402243714
mureg+PL_14,muregson,0.0,0.23103192402243714
mureg+PL_15,muregson,0.0,0.23103192402243714
mureg+PL_16,muregson,0.0,0.23103192402243714
mureg+PL_17,muregson,0.0,0.23103192402243714
mureg+PL_18,muregson,0.0,0.23103192402243714
mureg+PL_19,muregson,0.0,0.23103192402243714
mureg+PL_20,muregson,0.0,0.23103192402243714
mureg+PL_21,muregson,0.0,0.23103192402243714
mureg+PL_22,muregson,0.0,0.23103192402243714
mureg+PL_23,muregson,0.0,0.23103192402243714
mureg+PL_24,muregson,0.0,0.23103192402243714
