Input,Output,ObservedProb,ExpectedProb
nerun+PL_1,nerunka,0.0,0.7689680759775629
nerun+PL_2,nerunka,0.0,0.7689680759775629
nerun+PL_3,nerunka,0.0,0.7689680759775629
nerun+PL_0,nerunson,1.0,0.23103192402243714
nerun+PL_1,nerunson,1.0,0.23103192402243714
nerun+PL_2,nerunson,1.0,0.23103192402243714
nerun+PL_3,nerunson,1.0,0.23103192402243714
ladof+PL_0,ladofka,1.0,0.7689680759775629
ladof+PL_1,ladofka,1.0,0.7689680759775629
ladof+PL_2,ladofka,1.0,0.7689680759775629
ladof+PL_3,ladofka,1.0,0.7689680759775629
ladof+PL_0,ladofson,0.0,0.23103192402243714
ladof+PL_1,ladofson,0.0,0.23103192402243714
ladof+PL_2,ladofson,0.0,0.23103192402243714
ladof+PL_3,ladofson,0.0,0.23103192402243714
monig+PL_0,monigka,1.0,0.7689680759775629
monig+PL_1,monigka,1.0,0.7689680759775629
monig+PL_2,monigka,1.0,0.7689680759775629
monig+PL_3,monigka,1.0,0.7689680759775629
monig+PL_0,monigson,0.0,0.23103192402243714
monig+PL_1,monigson,0.0,0.23103192402243714
monig+PL_2,monigson,0.0,0.23103192402243714
monig+PL_3,monigson,0.0,0.23103192402243714
zasum+PL_0,zasumka,1.0,0.7689680759775629
zasum+PL_1,zasumka,1.0,0.7689680759775629
zasum+PL_2,zasumka,1.0,0.7689680759775629
zasum+PL_3,zasumka,1.0,0.7689680759775629
zasum+PL_0,zasumson,0.0,0.23103192402243714
zasum+PL_1,zasumson,0.0,0.23103192402243714
zasum+PL_2,zasumson,0.0,0.23103192402243714
zasum+PL_3,zasumson,0.0,0.23103192402243714
kekeg+PL_0,kekegka,1.0,0.7689680759775629
kekeg+PL_1,kekegka,1.0,0.7689680759775629
kekeg+PL_2,kekegka,1.0,0.7689680759775629
kekeg+PL_3,kekegka,1.0,0.7689680759775629
kekeg+PL_0,kekegson,0.0,0.23103192402243714
kekeg+PL_1,kekegson,0.0,0.23103192402243714
kekeg+PL_2,kekegson,0.0,0.23103192402243714
kekeg+PL_3,kekegson,0.0,0.23103192402243714
fadun+PL_0,fadunka,1.0,0.7689680759775629
fadun+PL_1,fadunka,1.0,0.7689680759775629
fadun+PL_2,fadunka,1.0,0.7689680759775629
fadun+PL_0,fadunson,0.0,0.23103192402243714
fadun+PL_1,fadunson,0.0,0.23103192402243714
fadun+PL_2,fadunson,0.0,0.23103192402243714
gober+PL_0,goberka,1.0,0.7689680759775629
gober+PL_1,goberka,1.0,0.7689680759775629
gober+PL_2,goberka,1.0,0.7689680759775629
gober+PL_0,goberson,0.0,0.23103192402243714
gober+PL_1,goberson,0.0,0.23103192402243714
gober+PL_2,goberson,0.0,0.23103192402243714
bikuk+PL_0,bikukson,1.0,0.23103192402243714
bikuk+PL_1,bikukson,1.0,0.23103192402243714
bikuk+PL_2,bikukson,1.0,0.23103192402243714
bikuk+PL_3,bikukson,1.0,0.23103192402243714
bikuk+PL_4,bikukson,1.0,0.23103192402243714
bikuk+PL_5,bikukson,1.0,0.23103192402243714
bikuk+PL_6,bikukson,1.0,0.23103192402243714
bikuk+PL_7,bikukson,1.0,0.23103192402243714
bikuk+PL_8,bikukson,1.0,0.23103192402243714
bikuk+PL_9,bikukson,1.0,0.23103192402243714
bikuk+PL_10,bikukson,1.0,0.23103192402243714
bikuk+PL_11,bikukson,1.0,0.23103192402243714
bikuk+PL_12,bikukson,1.0,0.23103192402243714
bikuk+PL_0,bikukka,0.0,0.7689680759775629
bikuk+PL_1,bikukka,0.0,0.7689680759775629
bikuk+PL_2,bikukka,0.0,0.7689680759775629
bikuk+PL_3,bikukka,0.0,0.7689680759775629
bikuk+PL_4,bikukka,0.0,0.7689680759775629
bikuk+PL_5,bikukka,0.0,0.7689680759775629
bikuk+PL_6,bikukka,0.0,0.7689680759775629
bikuk+PL_7,bikukka,0.0,0.7689680759775629
bikuk+PL_8,bikukka,0.0,0.7689680759775629
bikuk+PL_9,bikukka,0.0,0.7689680759775629
bikuk+PL_10,bikukka,0.0,0.7689680759775629
bikuk+PL_11,bikukka,0.0,0.7689680759775629
bikuk+PL_12,bikukka,0.0,0.7689680759775629
