Input,Output,Epoch,ObservedProb,ExpectedProb
mureg+PL_35,muregka,5,1.0,0.9119645713778285
mureg+PL_36,muregka,5,1.0,0.9119645713778285
mureg+PL_37,muregka,5,1.0,0.9119645713778285
mureg+PL_38,muregka,5,1.0,0.9119645713778285
mureg+PL_39,muregka,5,1.0,0.9119645713778285
mureg+PL_40,muregka,5,1.0,0.9119645713778285
mureg+PL_41,muregka,5,1.0,0.9119645713778285
mureg+PL_42,muregka,5,1.0,0.9119645713778285
mureg+PL_43,muregka,5,1.0,0.9119645713778285
mureg+PL_44,muregka,5,1.0,0.9119645713778285
mureg+PL_45,muregka,5,1.0,0.9119645713778285
mureg+PL_46,muregka,5,1.0,0.9119645713778285
mureg+PL_47,muregka,5,1.0,0.9119645713778285
mureg+PL_48,muregka,5,1.0,0.9119645713778285
mureg+PL_49,muregka,5,1.0,0.9119645713778285
mureg+PL_50,muregka,5,1.0,0.9119645713778285
mureg+PL_51,muregka,5,1.0,0.9119645713778285
mureg+PL_52,muregka,5,1.0,0.9119645713778285
mureg+PL_53,muregka,5,1.0,0.9119645713778285
mureg+PL_54,muregka,5,1.0,0.9119645713778285
mureg+PL_55,muregka,5,1.0,0.9119645713778285
mureg+PL_56,muregka,5,1.0,0.9119645713778285
mureg+PL_57,muregka,5,1.0,0.9119645713778285
mureg+PL_58,muregka,5,1.0,0.9119645713778285
mureg+PL_59,muregka,5,1.0,0.9119645713778285
mureg+PL_60,muregka,5,1.0,0.9119645713778285
mureg+PL_61,muregka,5,1.0,0.9119645713778285
mureg+PL_62,muregka,5,1.0,0.9119645713778285
mureg+PL_63,muregka,5,1.0,0.9119645713778285
mureg+PL_64,muregka,5,1.0,0.9119645713778285
mureg+PL_65,muregka,5,1.0,0.9119645713778285
mureg+PL_66,muregka,5,1.0,0.9119645713778285
mureg+PL_67,muregka,5,1.0,0.9119645713778285
mureg+PL_68,muregka,5,1.0,0.9119645713778285
mureg+PL_69,muregka,5,1.0,0.9119645713778285
mureg+PL_70,muregka,5,1.0,0.9119645713778285
mureg+PL_71,muregka,5,1.0,0.9119645713778285
mureg+PL_72,muregka,5,1.0,0.9119645713778285
mureg+PL_73,muregka,5,1.0,0.9119645713778285
mureg+PL_74,muregka,5,1.0,0.9119645713778285
mureg+PL_75,muregka,5,1.0,0.9119645713778285
mureg+PL_76,muregka,5,1.0,0.9119645713778285
mureg+PL_77,muregka,5,1.0,0.9119645713778285
mureg+PL_78,muregka,5,1.0,0.9119645713778285
gagut+PL_0,gagutka,5,1.0,0.7797167529328062
gagut+PL_1,gagutka,5,1.0,0.7797167529328062
gagut+PL_2,gagutka,5,1.0,0.7797167529328062
gagut+PL_3,gagutka,5,1.0,0.7797167529328062
gagut+PL_4,gagutka,5,1.0,0.7797167529328062
gagut+PL_5,gagutka,5,1.0,0.7797167529328062
gagut+PL_6,gagutka,5,1.0,0.7797167529328062
gagut+PL_7,gagutka,5,1.0,0.7797167529328062
gagut+PL_8,gagutka,5,1.0,0.7797167529328062
gagut+PL_9,gagutka,5,1.0,0.7797167529328062
gagut+PL_0,gagutson,5,0.0,0.22028324706719377
gagut+PL_1,gagutson,5,0.0,0.22028324706719377
gagut+PL_2,gagutson,5,0.0,0.22028324706719377
gagut+PL_3,gagutson,5,0.0,0.22028324706719377
gagut+PL_4,gagutson,5,0.0,0.22028324706719377
gagut+PL_5,gagutson,5,0.0,0.22028324706719377
gagut+PL_6,gagutson,5,0.0,0.22028324706719377
gagut+PL_7,gagutson,5,0.0,0.22028324706719377
gagut+PL_8,gagutson,5,0.0,0.22028324706719377
gagut+PL_9,gagutson,5,0.0,0.22028324706719377
bizob+PL_0,bizobka,5,1.0,0.7759589400433976
bizob+PL_1,bizobka,5,1.0,0.7759589400433976
bizob+PL_2,bizobka,5,1.0,0.7759589400433976
bizob+PL_3,bizobka,5,1.0,0.7759589400433976
bizob+PL_4,bizobka,5,1.0,0.7759589400433976
bizob+PL_5,bizobka,5,1.0,0.7759589400433976
bizob+PL_6,bizobka,5,1.0,0.7759589400433976
bizob+PL_7,bizobka,5,1.0,0.7759589400433976
bizob+PL_8,bizobka,5,1.0,0.7759589400433976
bizob+PL_0,bizobson,5,0.0,0.22404105995660237
bizob+PL_1,bizobson,5,0.0,0.22404105995660237
bizob+PL_2,bizobson,5,0.0,0.22404105995660237
bizob+PL_3,bizobson,5,0.0,0.22404105995660237
bizob+PL_4,bizobson,5,0.0,0.22404105995660237
bizob+PL_5,bizobson,5,0.0,0.22404105995660237
bizob+PL_6,bizobson,5,0.0,0.22404105995660237
bizob+PL_7,bizobson,5,0.0,0.22404105995660237
bizob+PL_8,bizobson,5,0.0,0.22404105995660237
kumud+PL_0,kumudka,5,1.0,0.7721086679051957
kumud+PL_1,kumudka,5,1.0,0.7721086679051957
kumud+PL_2,kumudka,5,1.0,0.7721086679051957
kumud+PL_3,kumudka,5,1.0,0.7721086679051957
kumud+PL_4,kumudka,5,1.0,0.7721086679051957
kumud+PL_5,kumudka,5,1.0,0.7721086679051957
kumud+PL_6,kumudka,5,1.0,0.7721086679051957
kumud+PL_7,kumudka,5,1.0,0.7721086679051957
kumud+PL_0,kumudson,5,0.0,0.22789133209480425
kumud+PL_1,kumudson,5,0.0,0.22789133209480425
kumud+PL_2,kumudson,5,0.0,0.22789133209480425
kumud+PL_3,kumudson,5,0.0,0.22789133209480425
kumud+PL_4,kumudson,5,0.0,0.22789133209480425
kumud+PL_5,kumudson,5,0.0,0.22789133209480425
kumud+PL_6,kumudson,5,0.0,0.22789133209480425
kumud+PL_7,kumudson,5,0.0,0.22789133209480425
mitin+PL_0,mitinka,5,0.0,0.6597228141063629
mitin+PL_1,mitinka,5,0.0,0.6597228141063629
mitin+PL_2,mitinka,5,0.0,0.6597228141063629
mitin+PL_3,mitinka,5,0.0,0.6597228141063629
mitin+PL_4,mitinka,5,0.0,0.6597228141063629
mitin+PL_5,mitinka,5,0.0,0.6597228141063629
mitin+PL_6,mitinka,5,0.0,0.6597228141063629
mitin+PL_0,mitinson,5,1.0,0.34027718589363704
mitin+PL_1,mitinson,5,1.0,0.34027718589363704
mitin+PL_2,mitinson,5,1.0,0.34027718589363704
mitin+PL_3,mitinson,5,1.0,0.34027718589363704
mitin+PL_4,mitinson,5,1.0,0.34027718589363704
mitin+PL_5,mitinson,5,1.0,0.34027718589363704
mitin+PL_6,mitinson,5,1.0,0.34027718589363704
fogun+PL_0,fogunson,5,1.0,0.66260629686806
fogun+PL_1,fogunson,5,1.0,0.66260629686806
fogun+PL_2,fogunson,5,1.0,0.66260629686806
fogun+PL_3,fogunson,5,1.0,0.66260629686806
fogun+PL_4,fogunson,5,1.0,0.66260629686806
fogun+PL_5,fogunson,5,1.0,0.66260629686806
fogun+PL_6,fogunson,5,1.0,0.66260629686806
fogun+PL_7,fogunson,5,1.0,0.66260629686806
fogun+PL_8,fogunson,5,1.0,0.66260629686806
fogun+PL_9,fogunson,5,1.0,0.66260629686806
fogun+PL_10,fogunson,5,1.0,0.66260629686806
fogun+PL_11,fogunson,5,1.0,0.66260629686806
fogun+PL_12,fogunson,5,1.0,0.66260629686806
fogun+PL_13,fogunson,5,1.0,0.66260629686806
fogun+PL_14,fogunson,5,1.0,0.66260629686806
fogun+PL_15,fogunson,5,1.0,0.66260629686806
fogun+PL_16,fogunson,5,1.0,0.66260629686806
fogun+PL_17,fogunson,5,1.0,0.66260629686806
fogun+PL_18,fogunson,5,1.0,0.66260629686806
fogun+PL_19,fogunson,5,1.0,0.66260629686806
fogun+PL_20,fogunson,5,1.0,0.66260629686806
fogun+PL_21,fogunson,5,1.0,0.66260629686806
fogun+PL_22,fogunson,5,1.0,0.66260629686806
fogun+PL_23,fogunson,5,1.0,0.66260629686806
fogun+PL_24,fogunson,5,1.0,0.66260629686806
fogun+PL_25,fogunson,5,1.0,0.66260629686806
fogun+PL_26,fogunson,5,1.0,0.66260629686806
fogun+PL_27,fogunson,5,1.0,0.66260629686806
fogun+PL_28,fogunson,5,1.0,0.66260629686806
fogun+PL_29,fogunson,5,1.0,0.66260629686806
fogun+PL_30,fogunson,5,1.0,0.66260629686806
fogun+PL_31,fogunson,5,1.0,0.66260629686806
fogun+PL_32,fogunson,5,1.0,0.66260629686806
fogun+PL_33,fogunson,5,1.0,0.66260629686806
fogun+PL_34,fogunson,5,1.0,0.66260629686806
fogun+PL_35,fogunson,5,1.0,0.66260629686806
fogun+PL_36,fogunson,5,1.0,0.66260629686806
fogun+PL_37,fogunson,5,1.0,0.66260629686806
fogun+PL_38,fogunson,5,1.0,0.66260629686806
fogun+PL_39,fogunson,5,1.0,0.66260629686806
fogun+PL_0,fogunka,5,0.0,0.33739370313193995
fogun+PL_1,fogunka,5,0.0,0.33739370313193995
fogun+PL_2,fogunka,5,0.0,0.33739370313193995
fogun+PL_3,fogunka,5,0.0,0.33739370313193995
fogun+PL_4,fogunka,5,0.0,0.33739370313193995
fogun+PL_5,fogunka,5,0.0,0.33739370313193995
fogun+PL_6,fogunka,5,0.0,0.33739370313193995
fogun+PL_7,fogunka,5,0.0,0.33739370313193995
fogun+PL_8,fogunka,5,0.0,0.33739370313193995
fogun+PL_9,fogunka,5,0.0,0.33739370313193995
fogun+PL_10,fogunka,5,0.0,0.33739370313193995
fogun+PL_11,fogunka,5,0.0,0.33739370313193995
fogun+PL_12,fogunka,5,0.0,0.33739370313193995
fogun+PL_13,fogunka,5,0.0,0.33739370313193995
fogun+PL_14,fogunka,5,0.0,0.33739370313193995
fogun+PL_15,fogunka,5,0.0,0.33739370313193995
fogun+PL_16,fogunka,5,0.0,0.33739370313193995
fogun+PL_17,fogunka,5,0.0,0.33739370313193995
fogun+PL_18,fogunka,5,0.0,0.33739370313193995
fogun+PL_19,fogunka,5,0.0,0.33739370313193995
fogun+PL_20,fogunka,5,0.0,0.33739370313193995
fogun+PL_21,fogunka,5,0.0,0.33739370313193995
fogun+PL_22,fogunka,5,0.0,0.33739370313193995
fogun+PL_23,fogunka,5,0.0,0.33739370313193995
fogun+PL_24,fogunka,5,0.0,0.33739370313193995
fogun+PL_25,fogunka,5,0.0,0.33739370313193995
fogun+PL_26,fogunka,5,0.0,0.33739370313193995
fogun+PL_27,fogunka,5,0.0,0.33739370313193995
fogun+PL_28,fogunka,5,0.0,0.33739370313193995
fogun+PL_29,fogunka,5,0.0,0.33739370313193995
fogun+PL_30,fogunka,5,0.0,0.33739370313193995
fogun+PL_31,fogunka,5,0.0,0.33739370313193995
fogun+PL_32,fogunka,5,0.0,0.33739370313193995
fogun+PL_33,fogunka,5,0.0,0.33739370313193995
fogun+PL_34,fogunka,5,0.0,0.33739370313193995
fogun+PL_35,fogunka,5,0.0,0.33739370313193995
fogun+PL_36,fogunka,5,0.0,0.33739370313193995
fogun+PL_37,fogunka,5,0.0,0.33739370313193995
fogun+PL_38,fogunka,5,0.0,0.33739370313193995
fogun+PL_39,fogunka,5,0.0,0.33739370313193995
ninet+PL_0,ninetka,5,1.0,0.7681633758463025
ninet+PL_1,ninetka,5,1.0,0.7681633758463025
ninet+PL_2,ninetka,5,1.0,0.7681633758463025
ninet+PL_3,ninetka,5,1.0,0.7681633758463025
ninet+PL_4,ninetka,5,1.0,0.7681633758463025
ninet+PL_5,ninetka,5,1.0,0.7681633758463025
ninet+PL_6,ninetka,5,1.0,0.7681633758463025
ninet+PL_0,ninetson,5,0.0,0.23183662415369763
ninet+PL_1,ninetson,5,0.0,0.23183662415369763
ninet+PL_2,ninetson,5,0.0,0.23183662415369763
ninet+PL_3,ninetson,5,0.0,0.23183662415369763
ninet+PL_4,ninetson,5,0.0,0.23183662415369763
ninet+PL_5,ninetson,5,0.0,0.23183662415369763
ninet+PL_6,ninetson,5,0.0,0.23183662415369763
tozim+PL_0,tozimson,5,0.0,0.17085749956965787
tozim+PL_1,tozimson,5,0.0,0.17085749956965787
tozim+PL_2,tozimson,5,0.0,0.17085749956965787
tozim+PL_3,tozimson,5,0.0,0.17085749956965787
tozim+PL_4,tozimson,5,0.0,0.17085749956965787
tozim+PL_5,tozimson,5,0.0,0.17085749956965787
tozim+PL_6,tozimson,5,0.0,0.17085749956965787
tozim+PL_7,tozimson,5,0.0,0.17085749956965787
tozim+PL_8,tozimson,5,0.0,0.17085749956965787
tozim+PL_9,tozimson,5,0.0,0.17085749956965787
tozim+PL_10,tozimson,5,0.0,0.17085749956965787
tozim+PL_11,tozimson,5,0.0,0.17085749956965787
tozim+PL_12,tozimson,5,0.0,0.17085749956965787
tozim+PL_13,tozimson,5,0.0,0.17085749956965787
tozim+PL_14,tozimson,5,0.0,0.17085749956965787
tozim+PL_15,tozimson,5,0.0,0.17085749956965787
tozim+PL_16,tozimson,5,0.0,0.17085749956965787
tozim+PL_17,tozimson,5,0.0,0.17085749956965787
tozim+PL_18,tozimson,5,0.0,0.17085749956965787
tozim+PL_19,tozimson,5,0.0,0.17085749956965787
tozim+PL_20,tozimson,5,0.0,0.17085749956965787
tozim+PL_21,tozimson,5,0.0,0.17085749956965787
tozim+PL_22,tozimson,5,0.0,0.17085749956965787
tozim+PL_23,tozimson,5,0.0,0.17085749956965787
tozim+PL_24,tozimson,5,0.0,0.17085749956965787
tozim+PL_25,tozimson,5,0.0,0.17085749956965787
tozim+PL_0,tozimka,5,1.0,0.8291425004303422
tozim+PL_1,tozimka,5,1.0,0.8291425004303422
tozim+PL_2,tozimka,5,1.0,0.8291425004303422
tozim+PL_3,tozimka,5,1.0,0.8291425004303422
tozim+PL_4,tozimka,5,1.0,0.8291425004303422
tozim+PL_5,tozimka,5,1.0,0.8291425004303422
tozim+PL_6,tozimka,5,1.0,0.8291425004303422
tozim+PL_7,tozimka,5,1.0,0.8291425004303422
tozim+PL_8,tozimka,5,1.0,0.8291425004303422
tozim+PL_9,tozimka,5,1.0,0.8291425004303422
tozim+PL_10,tozimka,5,1.0,0.8291425004303422
tozim+PL_11,tozimka,5,1.0,0.8291425004303422
tozim+PL_12,tozimka,5,1.0,0.8291425004303422
tozim+PL_13,tozimka,5,1.0,0.8291425004303422
tozim+PL_14,tozimka,5,1.0,0.8291425004303422
tozim+PL_15,tozimka,5,1.0,0.8291425004303422
tozim+PL_16,tozimka,5,1.0,0.8291425004303422
tozim+PL_17,tozimka,5,1.0,0.8291425004303422
tozim+PL_18,tozimka,5,1.0,0.8291425004303422
tozim+PL_19,tozimka,5,1.0,0.8291425004303422
tozim+PL_20,tozimka,5,1.0,0.8291425004303422
tozim+PL_21,tozimka,5,1.0,0.8291425004303422
tozim+PL_22,tozimka,5,1.0,0.8291425004303422
tozim+PL_23,tozimka,5,1.0,0.8291425004303422
tozim+PL_24,tozimka,5,1.0,0.8291425004303422
tozim+PL_25,tozimka,5,1.0,0.8291425004303422
ribef+PL_0,ribefka,5,0.0,0.6711299148455152
ribef+PL_1,ribefka,5,0.0,0.6711299148455152
ribef+PL_2,ribefka,5,0.0,0.6711299148455152
ribef+PL_3,ribefka,5,0.0,0.6711299148455152
ribef+PL_4,ribefka,5,0.0,0.6711299148455152
ribef+PL_5,ribefka,5,0.0,0.6711299148455152
ribef+PL_0,ribefson,5,1.0,0.32887008515448485
ribef+PL_1,ribefson,5,1.0,0.32887008515448485
ribef+PL_2,ribefson,5,1.0,0.32887008515448485
ribef+PL_3,ribefson,5,1.0,0.32887008515448485
ribef+PL_4,ribefson,5,1.0,0.32887008515448485
ribef+PL_5,ribefson,5,1.0,0.32887008515448485
bitek+PL_0,bitekka,5,1.0,0.7641204506619936
bitek+PL_1,bitekka,5,1.0,0.7641204506619936
bitek+PL_2,bitekka,5,1.0,0.7641204506619936
bitek+PL_3,bitekka,5,1.0,0.7641204506619936
bitek+PL_4,bitekka,5,1.0,0.7641204506619936
bitek+PL_5,bitekka,5,1.0,0.7641204506619936
bitek+PL_0,bitekson,5,0.0,0.23587954933800642
bitek+PL_1,bitekson,5,0.0,0.23587954933800642
bitek+PL_2,bitekson,5,0.0,0.23587954933800642
bitek+PL_3,bitekson,5,0.0,0.23587954933800642
bitek+PL_4,bitekson,5,0.0,0.23587954933800642
bitek+PL_5,bitekson,5,0.0,0.23587954933800642
finok+PL_0,finokka,5,0.0,0.6824762597014704
finok+PL_1,finokka,5,0.0,0.6824762597014704
finok+PL_2,finokka,5,0.0,0.6824762597014704
finok+PL_3,finokka,5,0.0,0.6824762597014704
finok+PL_4,finokka,5,0.0,0.6824762597014704
finok+PL_0,finokson,5,1.0,0.3175237402985296
finok+PL_1,finokson,5,1.0,0.3175237402985296
finok+PL_2,finokson,5,1.0,0.3175237402985296
finok+PL_3,finokson,5,1.0,0.3175237402985296
finok+PL_4,finokson,5,1.0,0.3175237402985296
zobek+PL_0,zobekson,5,0.0,0.18726642671143917
zobek+PL_1,zobekson,5,0.0,0.18726642671143917
zobek+PL_2,zobekson,5,0.0,0.18726642671143917
zobek+PL_3,zobekson,5,0.0,0.18726642671143917
zobek+PL_4,zobekson,5,0.0,0.18726642671143917
zobek+PL_5,zobekson,5,0.0,0.18726642671143917
zobek+PL_6,zobekson,5,0.0,0.18726642671143917
zobek+PL_7,zobekson,5,0.0,0.18726642671143917
zobek+PL_8,zobekson,5,0.0,0.18726642671143917
zobek+PL_9,zobekson,5,0.0,0.18726642671143917
zobek+PL_10,zobekson,5,0.0,0.18726642671143917
zobek+PL_11,zobekson,5,0.0,0.18726642671143917
zobek+PL_12,zobekson,5,0.0,0.18726642671143917
zobek+PL_13,zobekson,5,0.0,0.18726642671143917
zobek+PL_14,zobekson,5,0.0,0.18726642671143917
zobek+PL_15,zobekson,5,0.0,0.18726642671143917
zobek+PL_16,zobekson,5,0.0,0.18726642671143917
zobek+PL_17,zobekson,5,0.0,0.18726642671143917
zobek+PL_18,zobekson,5,0.0,0.18726642671143917
zobek+PL_19,zobekson,5,0.0,0.18726642671143917
zobek+PL_0,zobekka,5,1.0,0.8127335732885608
zobek+PL_1,zobekka,5,1.0,0.8127335732885608
zobek+PL_2,zobekka,5,1.0,0.8127335732885608
zobek+PL_3,zobekka,5,1.0,0.8127335732885608
zobek+PL_4,zobekka,5,1.0,0.8127335732885608
zobek+PL_5,zobekka,5,1.0,0.8127335732885608
zobek+PL_6,zobekka,5,1.0,0.8127335732885608
zobek+PL_7,zobekka,5,1.0,0.8127335732885608
zobek+PL_8,zobekka,5,1.0,0.8127335732885608
zobek+PL_9,zobekka,5,1.0,0.8127335732885608
zobek+PL_10,zobekka,5,1.0,0.8127335732885608
zobek+PL_11,zobekka,5,1.0,0.8127335732885608
zobek+PL_12,zobekka,5,1.0,0.8127335732885608
zobek+PL_13,zobekka,5,1.0,0.8127335732885608
zobek+PL_14,zobekka,5,1.0,0.8127335732885608
zobek+PL_15,zobekka,5,1.0,0.8127335732885608
zobek+PL_16,zobekka,5,1.0,0.8127335732885608
zobek+PL_17,zobekka,5,1.0,0.8127335732885608
zobek+PL_18,zobekka,5,1.0,0.8127335732885608
zobek+PL_19,zobekka,5,1.0,0.8127335732885608
fabem+PL_0,fabemson,5,0.0,0.19954151089114935
fabem+PL_1,fabemson,5,0.0,0.19954151089114935
fabem+PL_2,fabemson,5,0.0,0.19954151089114935
fabem+PL_3,fabemson,5,0.0,0.19954151089114935
fabem+PL_4,fabemson,5,0.0,0.19954151089114935
fabem+PL_5,fabemson,5,0.0,0.19954151089114935
fabem+PL_6,fabemson,5,0.0,0.19954151089114935
fabem+PL_7,fabemson,5,0.0,0.19954151089114935
fabem+PL_8,fabemson,5,0.0,0.19954151089114935
fabem+PL_9,fabemson,5,0.0,0.19954151089114935
fabem+PL_10,fabemson,5,0.0,0.19954151089114935
fabem+PL_11,fabemson,5,0.0,0.19954151089114935
fabem+PL_12,fabemson,5,0.0,0.19954151089114935
fabem+PL_13,fabemson,5,0.0,0.19954151089114935
fabem+PL_14,fabemson,5,0.0,0.19954151089114935
fabem+PL_15,fabemson,5,0.0,0.19954151089114935
fabem+PL_0,fabemka,5,1.0,0.8004584891088506
fabem+PL_1,fabemka,5,1.0,0.8004584891088506
fabem+PL_2,fabemka,5,1.0,0.8004584891088506
fabem+PL_3,fabemka,5,1.0,0.8004584891088506
fabem+PL_4,fabemka,5,1.0,0.8004584891088506
fabem+PL_5,fabemka,5,1.0,0.8004584891088506
fabem+PL_6,fabemka,5,1.0,0.8004584891088506
fabem+PL_7,fabemka,5,1.0,0.8004584891088506
fabem+PL_8,fabemka,5,1.0,0.8004584891088506
fabem+PL_9,fabemka,5,1.0,0.8004584891088506
fabem+PL_10,fabemka,5,1.0,0.8004584891088506
fabem+PL_11,fabemka,5,1.0,0.8004584891088506
fabem+PL_12,fabemka,5,1.0,0.8004584891088506
fabem+PL_13,fabemka,5,1.0,0.8004584891088506
fabem+PL_14,fabemka,5,1.0,0.8004584891088506
fabem+PL_15,fabemka,5,1.0,0.8004584891088506
remoz+PL_0,remozka,5,1.0,0.7599772283100196
remoz+PL_1,remozka,5,1.0,0.7599772283100196
remoz+PL_2,remozka,5,1.0,0.7599772283100196
remoz+PL_3,remozka,5,1.0,0.7599772283100196
remoz+PL_4,remozka,5,1.0,0.7599772283100196
remoz+PL_0,remozson,5,0.0,0.24002277168998037
remoz+PL_1,remozson,5,0.0,0.24002277168998037
remoz+PL_2,remozson,5,0.0,0.24002277168998037
remoz+PL_3,remozson,5,0.0,0.24002277168998037
remoz+PL_4,remozson,5,0.0,0.24002277168998037
zasif+PL_0,zasifka,5,1.0,0.7599772283100196
zasif+PL_1,zasifka,5,1.0,0.7599772283100196
zasif+PL_2,zasifka,5,1.0,0.7599772283100196
zasif+PL_3,zasifka,5,1.0,0.7599772283100196
zasif+PL_4,zasifka,5,1.0,0.7599772283100196
zasif+PL_0,zasifson,5,0.0,0.24002277168998037
zasif+PL_1,zasifson,5,0.0,0.24002277168998037
zasif+PL_2,zasifson,5,0.0,0.24002277168998037
zasif+PL_3,zasifson,5,0.0,0.24002277168998037
zasif+PL_4,zasifson,5,0.0,0.24002277168998037
nerun+PL_0,nerunka,5,0.0,0.6937434560359566
nerun+PL_1,nerunka,5,0.0,0.6937434560359566
nerun+PL_2,nerunka,5,0.0,0.6937434560359566
nerun+PL_3,nerunka,5,0.0,0.6937434560359566
nerun+PL_0,nerunson,5,1.0,0.3062565439640434
nerun+PL_1,nerunson,5,1.0,0.3062565439640434
nerun+PL_2,nerunson,5,1.0,0.3062565439640434
nerun+PL_3,nerunson,5,1.0,0.3062565439640434
ladof+PL_0,ladofka,5,1.0,0.7557309959948559
ladof+PL_1,ladofka,5,1.0,0.7557309959948559
ladof+PL_2,ladofka,5,1.0,0.7557309959948559
ladof+PL_3,ladofka,5,1.0,0.7557309959948559
ladof+PL_0,ladofson,5,0.0,0.244269004005144
ladof+PL_1,ladofson,5,0.0,0.244269004005144
ladof+PL_2,ladofson,5,0.0,0.244269004005144
ladof+PL_3,ladofson,5,0.0,0.244269004005144
monig+PL_0,monigka,5,1.0,0.7557309959948559
monig+PL_1,monigka,5,1.0,0.7557309959948559
monig+PL_2,monigka,5,1.0,0.7557309959948559
monig+PL_3,monigka,5,1.0,0.7557309959948559
monig+PL_0,monigson,5,0.0,0.244269004005144
monig+PL_1,monigson,5,0.0,0.244269004005144
monig+PL_2,monigson,5,0.0,0.244269004005144
monig+PL_3,monigson,5,0.0,0.244269004005144
zasum+PL_0,zasumka,5,1.0,0.7557309959948559
zasum+PL_1,zasumka,5,1.0,0.7557309959948559
zasum+PL_2,zasumka,5,1.0,0.7557309959948559
zasum+PL_3,zasumka,5,1.0,0.7557309959948559
zasum+PL_0,zasumson,5,0.0,0.244269004005144
zasum+PL_1,zasumson,5,0.0,0.244269004005144
zasum+PL_2,zasumson,5,0.0,0.244269004005144
zasum+PL_3,zasumson,5,0.0,0.244269004005144
kekeg+PL_0,kekegka,5,1.0,0.7557309959948559
kekeg+PL_1,kekegka,5,1.0,0.7557309959948559
kekeg+PL_2,kekegka,5,1.0,0.7557309959948559
kekeg+PL_3,kekegka,5,1.0,0.7557309959948559
kekeg+PL_0,kekegson,5,0.0,0.244269004005144
kekeg+PL_1,kekegson,5,0.0,0.244269004005144
kekeg+PL_2,kekegson,5,0.0,0.244269004005144
kekeg+PL_3,kekegson,5,0.0,0.244269004005144
fadun+PL_0,fadunka,5,1.0,0.7513789946802772
fadun+PL_1,fadunka,5,1.0,0.7513789946802772
fadun+PL_2,fadunka,5,1.0,0.7513789946802772
fadun+PL_0,fadunson,5,0.0,0.24862100531972278
fadun+PL_1,fadunson,5,0.0,0.24862100531972278
fadun+PL_2,fadunson,5,0.0,0.24862100531972278
gober+PL_0,goberka,5,1.0,0.7513789946802772
gober+PL_1,goberka,5,1.0,0.7513789946802772
gober+PL_2,goberka,5,1.0,0.7513789946802772
gober+PL_0,goberson,5,0.0,0.24862100531972278
gober+PL_1,goberson,5,0.0,0.24862100531972278
gober+PL_2,goberson,5,0.0,0.24862100531972278
bikuk+PL_0,bikukson,5,1.0,0.4089827805891364
bikuk+PL_1,bikukson,5,1.0,0.4089827805891364
bikuk+PL_2,bikukson,5,1.0,0.4089827805891364
bikuk+PL_3,bikukson,5,1.0,0.4089827805891364
bikuk+PL_4,bikukson,5,1.0,0.4089827805891364
bikuk+PL_5,bikukson,5,1.0,0.4089827805891364
bikuk+PL_6,bikukson,5,1.0,0.4089827805891364
bikuk+PL_7,bikukson,5,1.0,0.4089827805891364
bikuk+PL_8,bikukson,5,1.0,0.4089827805891364
bikuk+PL_9,bikukson,5,1.0,0.4089827805891364
bikuk+PL_10,bikukson,5,1.0,0.4089827805891364
bikuk+PL_11,bikukson,5,1.0,0.4089827805891364
bikuk+PL_12,bikukson,5,1.0,0.4089827805891364
bikuk+PL_0,bikukka,5,0.0,0.5910172194108636
bikuk+PL_1,bikukka,5,0.0,0.5910172194108636
bikuk+PL_2,bikukka,5,0.0,0.5910172194108636
bikuk+PL_3,bikukka,5,0.0,0.5910172194108636
bikuk+PL_4,bikukka,5,0.0,0.5910172194108636
bikuk+PL_5,bikukka,5,0.0,0.5910172194108636
bikuk+PL_6,bikukka,5,0.0,0.5910172194108636
bikuk+PL_7,bikukka,5,0.0,0.5910172194108636
bikuk+PL_8,bikukka,5,0.0,0.5910172194108636
bikuk+PL_9,bikukka,5,0.0,0.5910172194108636
bikuk+PL_10,bikukka,5,0.0,0.5910172194108636
bikuk+PL_11,bikukka,5,0.0,0.5910172194108636
bikuk+PL_12,bikukka,5,0.0,0.5910172194108636
gorar+PL_0,gorarka,6,1.0,0.7961386208673926
gorar+PL_1,gorarka,6,1.0,0.7961386208673926
gorar+PL_2,gorarka,6,1.0,0.7961386208673926
gorar+PL_3,gorarka,6,1.0,0.7961386208673926
gorar+PL_4,gorarka,6,1.0,0.7961386208673926
gorar+PL_5,gorarka,6,1.0,0.7961386208673926
gorar+PL_6,gorarka,6,1.0,0.7961386208673926
gorar+PL_7,gorarka,6,1.0,0.7961386208673926
gorar+PL_8,gorarka,6,1.0,0.7961386208673926
gorar+PL_9,gorarka,6,1.0,0.7961386208673926
gorar+PL_10,gorarka,6,1.0,0.7961386208673926
gorar+PL_0,gorarson,6,0.0,0.2038613791326073
gorar+PL_1,gorarson,6,0.0,0.2038613791326073
gorar+PL_2,gorarson,6,0.0,0.2038613791326073
gorar+PL_3,gorarson,6,0.0,0.2038613791326073
gorar+PL_4,gorarson,6,0.0,0.2038613791326073
gorar+PL_5,gorarson,6,0.0,0.2038613791326073
gorar+PL_6,gorarson,6,0.0,0.2038613791326073
gorar+PL_7,gorarson,6,0.0,0.2038613791326073
gorar+PL_8,gorarson,6,0.0,0.2038613791326073
gorar+PL_9,gorarson,6,0.0,0.2038613791326073
gorar+PL_10,gorarson,6,0.0,0.2038613791326073
mureg+PL_0,muregson,6,0.0,0.07557612091451604
mureg+PL_1,muregson,6,0.0,0.07557612091451604
